./blade_send_tone using device at /dev/bladerf0
generating user frequency of 10000.000 Hz
Device /dev/bladerf0 opened successfully
requested 8.000000 Msps, was givin 8.000000 Msps
requested 4.000000 MHz BW, was givin 5.000000 MHz
 radian_rate = 0.007854
 Main Loop Starting.. sending samples..
 Running in debug mode.. 
 PHASE       [ I  ,  Q ]  ( i sample, q sample )
phase=2.623230 [ -0.868632, 0.495459 ]    ( 0x937, 0x3de )
phase=2.631084 [ -0.872496, 0.488621 ]    ( 0x930, 0x3d1 )
phase=2.638938 [ -0.876307, 0.481754 ]    ( 0x928, 0x3c3 )
phase=2.646792 [ -0.880063, 0.474856 ]    ( 0x920, 0x3b5 )
phase=2.654646 [ -0.883766, 0.467930 ]    ( 0x919, 0x3a7 )
phase=2.662500 [ -0.887413, 0.460974 ]    ( 0x912, 0x399 )
phase=2.670354 [ -0.891007, 0.453991 ]    ( 0x90a, 0x38b )
phase=2.678208 [ -0.894545, 0.446979 ]    ( 0x903, 0x37d )
phase=2.686062 [ -0.898028, 0.439939 ]    ( 0x8fc, 0x36f )
phase=2.693916 [ -0.901455, 0.432873 ]    ( 0x8f6, 0x361 )
phase=2.701770 [ -0.904827, 0.425779 ]    ( 0x8ef, 0x353 )
phase=2.709624 [ -0.908143, 0.418660 ]    ( 0x8e8, 0x345 )
phase=2.717478 [ -0.911403, 0.411514 ]    ( 0x8e2, 0x337 )
phase=2.725332 [ -0.914607, 0.404344 ]    ( 0x8db, 0x328 )
phase=2.733186 [ -0.917755, 0.397148 ]    ( 0x8d5, 0x31a )
phase=2.741040 [ -0.920845, 0.389928 ]    ( 0x8cf, 0x30b )
phase=2.748894 [ -0.923880, 0.382683 ]    ( 0x8c9, 0x2fd )
phase=2.756748 [ -0.926857, 0.375416 ]    ( 0x8c3, 0x2ee )
phase=2.764602 [ -0.929776, 0.368125 ]    ( 0x8bd, 0x2e0 )
phase=2.772456 [ -0.932639, 0.360811 ]    ( 0x8b7, 0x2d1 )
phase=2.780309 [ -0.935444, 0.353475 ]    ( 0x8b2, 0x2c2 )
phase=2.788163 [ -0.938191, 0.346117 ]    ( 0x8ac, 0x2b4 )
phase=2.796017 [ -0.940881, 0.338738 ]    ( 0x8a7, 0x2a5 )
phase=2.803871 [ -0.943512, 0.331338 ]    ( 0x8a1, 0x296 )
phase=2.811725 [ -0.946085, 0.323917 ]    ( 0x89c, 0x287 )
phase=2.819579 [ -0.948600, 0.316477 ]    ( 0x897, 0x278 )
phase=2.827433 [ -0.951057, 0.309017 ]    ( 0x892, 0x26a )
phase=2.835287 [ -0.953454, 0.301538 ]    ( 0x88e, 0x25b )
phase=2.843141 [ -0.955793, 0.294040 ]    ( 0x889, 0x24c )
phase=2.850995 [ -0.958073, 0.286525 ]    ( 0x884, 0x23d )
phase=2.858849 [ -0.960294, 0.278991 ]    ( 0x880, 0x22d )
phase=2.866703 [ -0.962455, 0.271440 ]    ( 0x87c, 0x21e )
phase=2.874557 [ -0.964557, 0.263873 ]    ( 0x877, 0x20f )
phase=2.882411 [ -0.966600, 0.256289 ]    ( 0x873, 0x200 )
phase=2.890265 [ -0.968583, 0.248690 ]    ( 0x86f, 0x1f1 )
phase=2.898119 [ -0.970506, 0.241075 ]    ( 0x86b, 0x1e2 )
phase=2.905973 [ -0.972370, 0.233445 ]    ( 0x868, 0x1d2 )
phase=2.913827 [ -0.974173, 0.225801 ]    ( 0x864, 0x1c3 )
phase=2.921681 [ -0.975917, 0.218143 ]    ( 0x861, 0x1b4 )
phase=2.929535 [ -0.977600, 0.210472 ]    ( 0x85d, 0x1a4 )
phase=2.937389 [ -0.979223, 0.202787 ]    ( 0x85a, 0x195 )
phase=2.945243 [ -0.980785, 0.195090 ]    ( 0x857, 0x186 )
phase=2.953097 [ -0.982287, 0.187381 ]    ( 0x854, 0x176 )
phase=2.960951 [ -0.983729, 0.179661 ]    ( 0x851, 0x167 )
phase=2.968805 [ -0.985109, 0.171929 ]    ( 0x84e, 0x157 )
phase=2.976659 [ -0.986429, 0.164187 ]    ( 0x84c, 0x148 )
phase=2.984513 [ -0.987688, 0.156434 ]    ( 0x849, 0x138 )
phase=2.992367 [ -0.988886, 0.148672 ]    ( 0x847, 0x129 )
phase=3.000221 [ -0.990024, 0.140901 ]    ( 0x844, 0x119 )
phase=3.008075 [ -0.991100, 0.133121 ]    ( 0x842, 0x10a )
phase=3.015929 [ -0.992115, 0.125333 ]    ( 0x840, 0x0fa )
phase=3.023783 [ -0.993068, 0.117537 ]    ( 0x83e, 0x0eb )
phase=3.031637 [ -0.993961, 0.109734 ]    ( 0x83d, 0x0db )
phase=3.039491 [ -0.994792, 0.101924 ]    ( 0x83b, 0x0cb )
phase=3.047345 [ -0.995562, 0.094108 ]    ( 0x839, 0x0bc )
phase=3.055199 [ -0.996270, 0.086286 ]    ( 0x838, 0x0ac )
phase=3.063053 [ -0.996917, 0.078459 ]    ( 0x837, 0x09c )
phase=3.070907 [ -0.997503, 0.070627 ]    ( 0x835, 0x08d )
phase=3.078761 [ -0.998027, 0.062791 ]    ( 0x834, 0x07d )
phase=3.086615 [ -0.998489, 0.054950 ]    ( 0x834, 0x06d )
phase=3.094469 [ -0.998890, 0.047106 ]    ( 0x833, 0x05e )
phase=3.102323 [ -0.999229, 0.039260 ]    ( 0x832, 0x04e )
phase=3.110177 [ -0.999507, 0.031411 ]    ( 0x831, 0x03e )
phase=3.118031 [ -0.999722, 0.023560 ]    ( 0x831, 0x02f )
phase=3.125885 [ -0.999877, 0.015707 ]    ( 0x831, 0x01f )
phase=3.133739 [ -0.999969, 0.007854 ]    ( 0x831, 0x00f )
phase=3.141593 [ -1.000000, 0.000000 ]    ( 0x830, 0x000 )
phase=3.149447 [ -0.999969, -0.007854 ]    ( 0x831, 0xff1 )
phase=3.157301 [ -0.999877, -0.015707 ]    ( 0x831, 0xfe1 )
phase=3.165155 [ -0.999722, -0.023560 ]    ( 0x831, 0xfd1 )
phase=3.173009 [ -0.999507, -0.031411 ]    ( 0x831, 0xfc2 )
phase=3.180863 [ -0.999229, -0.039260 ]    ( 0x832, 0xfb2 )
phase=3.188717 [ -0.998890, -0.047106 ]    ( 0x833, 0xfa2 )
phase=3.196571 [ -0.998489, -0.054950 ]    ( 0x834, 0xf93 )
phase=3.204425 [ -0.998027, -0.062791 ]    ( 0x834, 0xf83 )
phase=3.212278 [ -0.997503, -0.070627 ]    ( 0x835, 0xf73 )
phase=3.220132 [ -0.996917, -0.078459 ]    ( 0x837, 0xf64 )
phase=3.227986 [ -0.996270, -0.086286 ]    ( 0x838, 0xf54 )
phase=3.235840 [ -0.995562, -0.094108 ]    ( 0x839, 0xf44 )
phase=3.243694 [ -0.994792, -0.101924 ]    ( 0x83b, 0xf35 )
phase=3.251548 [ -0.993961, -0.109734 ]    ( 0x83d, 0xf25 )
phase=3.259402 [ -0.993068, -0.117537 ]    ( 0x83e, 0xf15 )
phase=3.267256 [ -0.992115, -0.125333 ]    ( 0x840, 0xf06 )
phase=3.275110 [ -0.991100, -0.133121 ]    ( 0x842, 0xef6 )
phase=3.282964 [ -0.990024, -0.140901 ]    ( 0x844, 0xee7 )
phase=3.290818 [ -0.988886, -0.148672 ]    ( 0x847, 0xed7 )
phase=3.298672 [ -0.987688, -0.156434 ]    ( 0x849, 0xec8 )
phase=3.306526 [ -0.986429, -0.164187 ]    ( 0x84c, 0xeb8 )
phase=3.314380 [ -0.985109, -0.171929 ]    ( 0x84e, 0xea9 )
phase=3.322234 [ -0.983729, -0.179661 ]    ( 0x851, 0xe99 )
phase=3.330088 [ -0.982287, -0.187381 ]    ( 0x854, 0xe8a )
phase=3.337942 [ -0.980785, -0.195090 ]    ( 0x857, 0xe7a )
phase=3.345796 [ -0.979223, -0.202787 ]    ( 0x85a, 0xe6b )
phase=3.353650 [ -0.977600, -0.210472 ]    ( 0x85d, 0xe5c )
phase=3.361504 [ -0.975917, -0.218143 ]    ( 0x861, 0xe4c )
phase=3.369358 [ -0.974173, -0.225801 ]    ( 0x864, 0xe3d )
phase=3.377212 [ -0.972370, -0.233445 ]    ( 0x868, 0xe2e )
phase=3.385066 [ -0.970506, -0.241075 ]    ( 0x86b, 0xe1e )
phase=3.392920 [ -0.968583, -0.248690 ]    ( 0x86f, 0xe0f )
phase=3.400774 [ -0.966600, -0.256289 ]    ( 0x873, 0xe00 )
phase=3.408628 [ -0.964557, -0.263873 ]    ( 0x877, 0xdf1 )
phase=3.416482 [ -0.962455, -0.271440 ]    ( 0x87c, 0xde2 )
phase=3.424336 [ -0.960294, -0.278991 ]    ( 0x880, 0xdd3 )
phase=3.432190 [ -0.958073, -0.286525 ]    ( 0x884, 0xdc3 )
phase=3.440044 [ -0.955793, -0.294040 ]    ( 0x889, 0xdb4 )
phase=3.447898 [ -0.953454, -0.301538 ]    ( 0x88e, 0xda5 )
phase=3.455752 [ -0.951057, -0.309017 ]    ( 0x892, 0xd96 )
phase=3.463606 [ -0.948600, -0.316477 ]    ( 0x897, 0xd88 )
phase=3.471460 [ -0.946085, -0.323917 ]    ( 0x89c, 0xd79 )
phase=3.479314 [ -0.943512, -0.331338 ]    ( 0x8a1, 0xd6a )
phase=3.487168 [ -0.940881, -0.338738 ]    ( 0x8a7, 0xd5b )
phase=3.495022 [ -0.938191, -0.346117 ]    ( 0x8ac, 0xd4c )
phase=3.502876 [ -0.935444, -0.353475 ]    ( 0x8b2, 0xd3e )
phase=3.510730 [ -0.932639, -0.360811 ]    ( 0x8b7, 0xd2f )
phase=3.518584 [ -0.929776, -0.368125 ]    ( 0x8bd, 0xd20 )
phase=3.526438 [ -0.926857, -0.375416 ]    ( 0x8c3, 0xd12 )
phase=3.534292 [ -0.923880, -0.382683 ]    ( 0x8c9, 0xd03 )
phase=3.542146 [ -0.920845, -0.389928 ]    ( 0x8cf, 0xcf5 )
phase=3.550000 [ -0.917755, -0.397148 ]    ( 0x8d5, 0xce6 )
phase=3.557854 [ -0.914607, -0.404344 ]    ( 0x8db, 0xcd8 )
phase=3.565708 [ -0.911403, -0.411514 ]    ( 0x8e2, 0xcc9 )
phase=3.573562 [ -0.908143, -0.418660 ]    ( 0x8e8, 0xcbb )
phase=3.581416 [ -0.904827, -0.425779 ]    ( 0x8ef, 0xcad )
phase=3.589270 [ -0.901455, -0.432873 ]    ( 0x8f6, 0xc9f )
phase=3.597124 [ -0.898028, -0.439939 ]    ( 0x8fc, 0xc91 )
phase=3.604978 [ -0.894545, -0.446979 ]    ( 0x903, 0xc83 )
phase=3.612832 [ -0.891007, -0.453990 ]    ( 0x90a, 0xc75 )
phase=3.620686 [ -0.887413, -0.460974 ]    ( 0x912, 0xc67 )
phase=3.628540 [ -0.883766, -0.467930 ]    ( 0x919, 0xc59 )
phase=3.636393 [ -0.880063, -0.474856 ]    ( 0x920, 0xc4b )
phase=3.644247 [ -0.876307, -0.481754 ]    ( 0x928, 0xc3d )
phase=3.652101 [ -0.872496, -0.488621 ]    ( 0x930, 0xc2f )
phase=3.659955 [ -0.868632, -0.495459 ]    ( 0x937, 0xc22 )
phase=3.667809 [ -0.864713, -0.502266 ]    ( 0x93f, 0xc14 )
phase=3.675663 [ -0.860742, -0.509041 ]    ( 0x947, 0xc06 )
phase=3.683517 [ -0.856718, -0.515786 ]    ( 0x94f, 0xbf9 )
phase=3.691371 [ -0.852640, -0.522499 ]    ( 0x957, 0xbec )
phase=3.699225 [ -0.848510, -0.529179 ]    ( 0x95f, 0xbde )
phase=3.707079 [ -0.844328, -0.535827 ]    ( 0x968, 0xbd1 )
phase=3.714933 [ -0.840094, -0.542442 ]    ( 0x970, 0xbc4 )
phase=3.722787 [ -0.835807, -0.549023 ]    ( 0x979, 0xbb6 )
phase=3.730641 [ -0.831470, -0.555570 ]    ( 0x982, 0xba9 )
phase=3.738495 [ -0.827081, -0.562083 ]    ( 0x98a, 0xb9c )
phase=3.746349 [ -0.822641, -0.568562 ]    ( 0x993, 0xb8f )
phase=3.754203 [ -0.818150, -0.575005 ]    ( 0x99c, 0xb82 )
phase=3.762057 [ -0.813608, -0.581413 ]    ( 0x9a5, 0xb76 )
phase=3.769911 [ -0.809017, -0.587785 ]    ( 0x9ae, 0xb69 )
phase=3.777765 [ -0.804376, -0.594121 ]    ( 0x9b8, 0xb5c )
phase=3.785619 [ -0.799685, -0.600420 ]    ( 0x9c1, 0xb50 )
phase=3.793473 [ -0.794944, -0.606682 ]    ( 0x9cb, 0xb43 )
phase=3.801327 [ -0.790155, -0.612907 ]    ( 0x9d4, 0xb37 )
phase=3.809181 [ -0.785317, -0.619094 ]    ( 0x9de, 0xb2a )
phase=3.817035 [ -0.780430, -0.625243 ]    ( 0x9e8, 0xb1e )
phase=3.824889 [ -0.775496, -0.631353 ]    ( 0x9f2, 0xb12 )
phase=3.832743 [ -0.770513, -0.637424 ]    ( 0x9fb, 0xb06 )
phase=3.840597 [ -0.765483, -0.643456 ]    ( 0xa06, 0xafa )
phase=3.848451 [ -0.760406, -0.649448 ]    ( 0xa10, 0xaee )
phase=3.856305 [ -0.755282, -0.655400 ]    ( 0xa1a, 0xae2 )
phase=3.864159 [ -0.750111, -0.661312 ]    ( 0xa24, 0xad6 )
phase=3.872013 [ -0.744894, -0.667183 ]    ( 0xa2f, 0xaca )
phase=3.879867 [ -0.739631, -0.673013 ]    ( 0xa39, 0xabe )
phase=3.887721 [ -0.734323, -0.678801 ]    ( 0xa44, 0xab3 )
phase=3.895575 [ -0.728969, -0.684547 ]    ( 0xa4f, 0xaa7 )
phase=3.903429 [ -0.723570, -0.690251 ]    ( 0xa59, 0xa9c )
phase=3.911283 [ -0.718126, -0.695913 ]    ( 0xa64, 0xa91 )
phase=3.919137 [ -0.712639, -0.701531 ]    ( 0xa6f, 0xa85 )
phase=3.926991 [ -0.707107, -0.707107 ]    ( 0xa7a, 0xa7a )
phase=3.934845 [ -0.701531, -0.712639 ]    ( 0xa85, 0xa6f )
phase=3.942699 [ -0.695913, -0.718126 ]    ( 0xa91, 0xa64 )
phase=3.950553 [ -0.690251, -0.723570 ]    ( 0xa9c, 0xa59 )
phase=3.958407 [ -0.684547, -0.728969 ]    ( 0xaa7, 0xa4f )
phase=3.966261 [ -0.678801, -0.734323 ]    ( 0xab3, 0xa44 )
phase=3.974115 [ -0.673013, -0.739631 ]    ( 0xabe, 0xa39 )
phase=3.981969 [ -0.667183, -0.744894 ]    ( 0xaca, 0xa2f )
phase=3.989823 [ -0.661312, -0.750111 ]    ( 0xad6, 0xa24 )
phase=3.997677 [ -0.655400, -0.755282 ]    ( 0xae2, 0xa1a )
phase=4.005531 [ -0.649448, -0.760406 ]    ( 0xaee, 0xa10 )
phase=4.013385 [ -0.643456, -0.765483 ]    ( 0xafa, 0xa06 )
phase=4.021239 [ -0.637424, -0.770513 ]    ( 0xb06, 0x9fb )
phase=4.029093 [ -0.631353, -0.775496 ]    ( 0xb12, 0x9f2 )
phase=4.036947 [ -0.625243, -0.780430 ]    ( 0xb1e, 0x9e8 )
phase=4.044801 [ -0.619094, -0.785317 ]    ( 0xb2a, 0x9de )
phase=4.052655 [ -0.612907, -0.790155 ]    ( 0xb37, 0x9d4 )
phase=4.060509 [ -0.606682, -0.794944 ]    ( 0xb43, 0x9cb )
phase=4.068362 [ -0.600420, -0.799685 ]    ( 0xb50, 0x9c1 )
phase=4.076216 [ -0.594121, -0.804376 ]    ( 0xb5c, 0x9b8 )
phase=4.084070 [ -0.587785, -0.809017 ]    ( 0xb69, 0x9ae )
phase=4.091924 [ -0.581413, -0.813608 ]    ( 0xb76, 0x9a5 )
phase=4.099778 [ -0.575005, -0.818150 ]    ( 0xb82, 0x99c )
phase=4.107632 [ -0.568562, -0.822641 ]    ( 0xb8f, 0x993 )
phase=4.115486 [ -0.562083, -0.827081 ]    ( 0xb9c, 0x98a )
phase=4.123340 [ -0.555570, -0.831470 ]    ( 0xba9, 0x982 )
phase=4.131194 [ -0.549023, -0.835807 ]    ( 0xbb6, 0x979 )
phase=4.139048 [ -0.542442, -0.840094 ]    ( 0xbc4, 0x970 )
phase=4.146902 [ -0.535827, -0.844328 ]    ( 0xbd1, 0x968 )
phase=4.154756 [ -0.529179, -0.848510 ]    ( 0xbde, 0x95f )
phase=4.162610 [ -0.522499, -0.852640 ]    ( 0xbec, 0x957 )
phase=4.170464 [ -0.515786, -0.856718 ]    ( 0xbf9, 0x94f )
phase=4.178318 [ -0.509041, -0.860742 ]    ( 0xc06, 0x947 )
phase=4.186172 [ -0.502266, -0.864713 ]    ( 0xc14, 0x93f )
phase=4.194026 [ -0.495459, -0.868632 ]    ( 0xc22, 0x937 )
phase=4.201880 [ -0.488621, -0.872496 ]    ( 0xc2f, 0x930 )
phase=4.209734 [ -0.481754, -0.876307 ]    ( 0xc3d, 0x928 )
phase=4.217588 [ -0.474856, -0.880063 ]    ( 0xc4b, 0x920 )
phase=4.225442 [ -0.467930, -0.883766 ]    ( 0xc59, 0x919 )
phase=4.233296 [ -0.460974, -0.887413 ]    ( 0xc67, 0x912 )
phase=4.241150 [ -0.453991, -0.891007 ]    ( 0xc75, 0x90a )
phase=4.249004 [ -0.446979, -0.894545 ]    ( 0xc83, 0x903 )
phase=4.256858 [ -0.439939, -0.898028 ]    ( 0xc91, 0x8fc )
phase=4.264712 [ -0.432873, -0.901455 ]    ( 0xc9f, 0x8f6 )
phase=4.272566 [ -0.425779, -0.904827 ]    ( 0xcad, 0x8ef )
phase=4.280420 [ -0.418660, -0.908143 ]    ( 0xcbb, 0x8e8 )
phase=4.288274 [ -0.411514, -0.911403 ]    ( 0xcc9, 0x8e2 )
phase=4.296128 [ -0.404344, -0.914607 ]    ( 0xcd8, 0x8db )
phase=4.303982 [ -0.397148, -0.917755 ]    ( 0xce6, 0x8d5 )
phase=4.311836 [ -0.389928, -0.920845 ]    ( 0xcf5, 0x8cf )
phase=4.319690 [ -0.382683, -0.923880 ]    ( 0xd03, 0x8c9 )
phase=4.327544 [ -0.375416, -0.926857 ]    ( 0xd12, 0x8c3 )
phase=4.335398 [ -0.368125, -0.929776 ]    ( 0xd20, 0x8bd )
phase=4.343252 [ -0.360811, -0.932639 ]    ( 0xd2f, 0x8b7 )
phase=4.351106 [ -0.353475, -0.935444 ]    ( 0xd3e, 0x8b2 )
phase=4.358960 [ -0.346117, -0.938191 ]    ( 0xd4c, 0x8ac )
phase=4.366814 [ -0.338738, -0.940881 ]    ( 0xd5b, 0x8a7 )
phase=4.374668 [ -0.331338, -0.943512 ]    ( 0xd6a, 0x8a1 )
phase=4.382522 [ -0.323917, -0.946085 ]    ( 0xd79, 0x89c )
phase=4.390376 [ -0.316477, -0.948600 ]    ( 0xd88, 0x897 )
phase=4.398230 [ -0.309017, -0.951057 ]    ( 0xd96, 0x892 )
phase=4.406084 [ -0.301538, -0.953454 ]    ( 0xda5, 0x88e )
phase=4.413938 [ -0.294040, -0.955793 ]    ( 0xdb4, 0x889 )
phase=4.421792 [ -0.286525, -0.958073 ]    ( 0xdc3, 0x884 )
phase=4.429646 [ -0.278991, -0.960294 ]    ( 0xdd3, 0x880 )
phase=4.437500 [ -0.271440, -0.962455 ]    ( 0xde2, 0x87c )
phase=4.445354 [ -0.263873, -0.964557 ]    ( 0xdf1, 0x877 )
phase=4.453208 [ -0.256289, -0.966600 ]    ( 0xe00, 0x873 )
phase=4.461062 [ -0.248690, -0.968583 ]    ( 0xe0f, 0x86f )
phase=4.468916 [ -0.241075, -0.970506 ]    ( 0xe1e, 0x86b )
phase=4.476770 [ -0.233445, -0.972370 ]    ( 0xe2e, 0x868 )
phase=4.484624 [ -0.225801, -0.974173 ]    ( 0xe3d, 0x864 )
phase=4.492477 [ -0.218143, -0.975917 ]    ( 0xe4c, 0x861 )
phase=4.500331 [ -0.210472, -0.977600 ]    ( 0xe5c, 0x85d )
phase=4.508185 [ -0.202787, -0.979223 ]    ( 0xe6b, 0x85a )
phase=4.516039 [ -0.195090, -0.980785 ]    ( 0xe7a, 0x857 )
phase=4.523893 [ -0.187381, -0.982287 ]    ( 0xe8a, 0x854 )
phase=4.531747 [ -0.179661, -0.983729 ]    ( 0xe99, 0x851 )
phase=4.539601 [ -0.171929, -0.985109 ]    ( 0xea9, 0x84e )
phase=4.547455 [ -0.164187, -0.986429 ]    ( 0xeb8, 0x84c )
phase=4.555309 [ -0.156434, -0.987688 ]    ( 0xec8, 0x849 )
phase=4.563163 [ -0.148672, -0.988886 ]    ( 0xed7, 0x847 )
phase=4.571017 [ -0.140901, -0.990024 ]    ( 0xee7, 0x844 )
phase=4.578871 [ -0.133121, -0.991100 ]    ( 0xef6, 0x842 )
phase=4.586725 [ -0.125333, -0.992115 ]    ( 0xf06, 0x840 )
phase=4.594579 [ -0.117537, -0.993068 ]    ( 0xf15, 0x83e )
phase=4.602433 [ -0.109734, -0.993961 ]    ( 0xf25, 0x83d )
phase=4.610287 [ -0.101924, -0.994792 ]    ( 0xf35, 0x83b )
phase=4.618141 [ -0.094108, -0.995562 ]    ( 0xf44, 0x839 )
phase=4.625995 [ -0.086286, -0.996270 ]    ( 0xf54, 0x838 )
phase=4.633849 [ -0.078459, -0.996917 ]    ( 0xf64, 0x837 )
phase=4.641703 [ -0.070627, -0.997503 ]    ( 0xf73, 0x835 )
phase=4.649557 [ -0.062791, -0.998027 ]    ( 0xf83, 0x834 )
phase=4.657411 [ -0.054950, -0.998489 ]    ( 0xf93, 0x834 )
phase=4.665265 [ -0.047106, -0.998890 ]    ( 0xfa2, 0x833 )
phase=4.673119 [ -0.039260, -0.999229 ]    ( 0xfb2, 0x832 )
phase=4.680973 [ -0.031411, -0.999507 ]    ( 0xfc2, 0x831 )
phase=4.688827 [ -0.023560, -0.999722 ]    ( 0xfd1, 0x831 )
phase=4.696681 [ -0.015707, -0.999877 ]    ( 0xfe1, 0x831 )
phase=4.704535 [ -0.007854, -0.999969 ]    ( 0xff1, 0x831 )
phase=4.712389 [ -0.000000, -1.000000 ]    ( 0x000, 0x830 )
phase=4.720243 [ 0.007854, -0.999969 ]    ( 0x00f, 0x831 )
phase=4.728097 [ 0.015707, -0.999877 ]    ( 0x01f, 0x831 )
phase=4.735951 [ 0.023560, -0.999722 ]    ( 0x02f, 0x831 )
phase=4.743805 [ 0.031411, -0.999507 ]    ( 0x03e, 0x831 )
phase=4.751659 [ 0.039260, -0.999229 ]    ( 0x04e, 0x832 )
phase=4.759513 [ 0.047106, -0.998890 ]    ( 0x05e, 0x833 )
phase=4.767367 [ 0.054950, -0.998489 ]    ( 0x06d, 0x834 )
phase=4.775221 [ 0.062791, -0.998027 ]    ( 0x07d, 0x834 )
phase=4.783075 [ 0.070627, -0.997503 ]    ( 0x08d, 0x835 )
phase=4.790929 [ 0.078459, -0.996917 ]    ( 0x09c, 0x837 )
phase=4.798783 [ 0.086286, -0.996270 ]    ( 0x0ac, 0x838 )
phase=4.806637 [ 0.094108, -0.995562 ]    ( 0x0bc, 0x839 )
phase=4.814491 [ 0.101924, -0.994792 ]    ( 0x0cb, 0x83b )
phase=4.822345 [ 0.109734, -0.993961 ]    ( 0x0db, 0x83d )
phase=4.830199 [ 0.117537, -0.993068 ]    ( 0x0eb, 0x83e )
phase=4.838053 [ 0.125333, -0.992115 ]    ( 0x0fa, 0x840 )
phase=4.845907 [ 0.133121, -0.991100 ]    ( 0x10a, 0x842 )
phase=4.853761 [ 0.140901, -0.990024 ]    ( 0x119, 0x844 )
phase=4.861615 [ 0.148672, -0.988886 ]    ( 0x129, 0x847 )
phase=4.869469 [ 0.156434, -0.987688 ]    ( 0x138, 0x849 )
phase=4.877323 [ 0.164187, -0.986429 ]    ( 0x148, 0x84c )
phase=4.885177 [ 0.171929, -0.985109 ]    ( 0x157, 0x84e )
phase=4.893031 [ 0.179661, -0.983729 ]    ( 0x167, 0x851 )
phase=4.900885 [ 0.187381, -0.982287 ]    ( 0x176, 0x854 )
phase=4.908739 [ 0.195090, -0.980785 ]    ( 0x186, 0x857 )
phase=4.916592 [ 0.202787, -0.979223 ]    ( 0x195, 0x85a )
phase=4.924446 [ 0.210472, -0.977600 ]    ( 0x1a4, 0x85d )
phase=4.932300 [ 0.218143, -0.975917 ]    ( 0x1b4, 0x861 )
phase=4.940154 [ 0.225801, -0.974173 ]    ( 0x1c3, 0x864 )
phase=4.948008 [ 0.233445, -0.972370 ]    ( 0x1d2, 0x868 )
phase=4.955862 [ 0.241075, -0.970506 ]    ( 0x1e2, 0x86b )
phase=4.963716 [ 0.248690, -0.968583 ]    ( 0x1f1, 0x86f )
phase=4.971570 [ 0.256289, -0.966600 ]    ( 0x200, 0x873 )
phase=4.979424 [ 0.263873, -0.964557 ]    ( 0x20f, 0x877 )
phase=4.987278 [ 0.271440, -0.962455 ]    ( 0x21e, 0x87c )
phase=4.995132 [ 0.278991, -0.960294 ]    ( 0x22d, 0x880 )
phase=5.002986 [ 0.286525, -0.958073 ]    ( 0x23d, 0x884 )
phase=5.010840 [ 0.294040, -0.955793 ]    ( 0x24c, 0x889 )
phase=5.018694 [ 0.301538, -0.953454 ]    ( 0x25b, 0x88e )
phase=5.026548 [ 0.309017, -0.951057 ]    ( 0x26a, 0x892 )
phase=5.034402 [ 0.316477, -0.948600 ]    ( 0x278, 0x897 )
phase=5.042256 [ 0.323917, -0.946085 ]    ( 0x287, 0x89c )
phase=5.050110 [ 0.331338, -0.943512 ]    ( 0x296, 0x8a1 )
phase=5.057964 [ 0.338738, -0.940881 ]    ( 0x2a5, 0x8a7 )
phase=5.065818 [ 0.346117, -0.938191 ]    ( 0x2b4, 0x8ac )
phase=5.073672 [ 0.353475, -0.935444 ]    ( 0x2c2, 0x8b2 )
phase=5.081526 [ 0.360811, -0.932639 ]    ( 0x2d1, 0x8b7 )
phase=5.089380 [ 0.368125, -0.929776 ]    ( 0x2e0, 0x8bd )
phase=5.097234 [ 0.375416, -0.926857 ]    ( 0x2ee, 0x8c3 )
phase=5.105088 [ 0.382683, -0.923880 ]    ( 0x2fd, 0x8c9 )
phase=5.112942 [ 0.389928, -0.920845 ]    ( 0x30b, 0x8cf )
phase=5.120796 [ 0.397148, -0.917755 ]    ( 0x31a, 0x8d5 )
phase=5.128650 [ 0.404344, -0.914607 ]    ( 0x328, 0x8db )
phase=5.136504 [ 0.411514, -0.911403 ]    ( 0x337, 0x8e2 )
phase=5.144358 [ 0.418660, -0.908143 ]    ( 0x345, 0x8e8 )
phase=5.152212 [ 0.425779, -0.904827 ]    ( 0x353, 0x8ef )
phase=5.160066 [ 0.432873, -0.901455 ]    ( 0x361, 0x8f6 )
phase=5.167920 [ 0.439939, -0.898028 ]    ( 0x36f, 0x8fc )
phase=5.175774 [ 0.446979, -0.894545 ]    ( 0x37d, 0x903 )
phase=5.183628 [ 0.453990, -0.891007 ]    ( 0x38b, 0x90a )
phase=5.191482 [ 0.460974, -0.887413 ]    ( 0x399, 0x912 )
phase=5.199336 [ 0.467930, -0.883766 ]    ( 0x3a7, 0x919 )
phase=5.207190 [ 0.474856, -0.880063 ]    ( 0x3b5, 0x920 )
phase=5.215044 [ 0.481754, -0.876307 ]    ( 0x3c3, 0x928 )
phase=5.222898 [ 0.488621, -0.872496 ]    ( 0x3d1, 0x930 )
phase=5.230752 [ 0.495459, -0.868632 ]    ( 0x3de, 0x937 )
phase=5.238606 [ 0.502266, -0.864713 ]    ( 0x3ec, 0x93f )
phase=5.246460 [ 0.509041, -0.860742 ]    ( 0x3fa, 0x947 )
phase=5.254314 [ 0.515786, -0.856718 ]    ( 0x407, 0x94f )
phase=5.262168 [ 0.522499, -0.852640 ]    ( 0x414, 0x957 )
phase=5.270022 [ 0.529179, -0.848510 ]    ( 0x422, 0x95f )
phase=5.277876 [ 0.535827, -0.844328 ]    ( 0x42f, 0x968 )
